"job_id","title","date_range"
1212534,"Software Web Developer","February 2006 – December 2016(10 years 10 months)México"
1212535,"CRM Database Analyst","December 2013 – December 2014(1 year)Rio Elba"
1212536,"Software Engineer","December 2010 – December 2013(3 years)Ignacio Mariscal No. 45 Col. Tabacalera Mexico D.F."
1212537,"Developer Jr.","June 2010 – December 2010(6 months)Norte 45 940-A Col. Industrial Vallejo"
1212538,"Ingeniero de datos","October 2019 – Present(1 year 11 months)Ciudad de México y alrededores, México"
1212539,"Lead Android developer","January 2020 – January 2021(1 year)Montreal, Quebec, Canada"
1212540,"Senior Android Developer","November 2018 – January 2020(1 year 2 months)Montreal, Canada Area"
1212541,"Senior Software Engineer","July 2016 – November 2018(2 years 4 months)Montreal, Quebec, Canada"
1212542,"Senior Mobile Developer","July 2013 – July 2016(3 years)Montreal, Canada Area"
1212543,"Senior Mobile Developer, Android expert","February 2011 – April 2013(2 years 2 months)"
1212544,"Senior Mobile Developer","July 2008 – November 2010(2 years 4 months)"
1212545,"Mobile developer","May 2006 – June 2008(2 years 1 month)"
1212546,"Lead Software Engineer","January 2021 – Present(8 months)Montreal, Quebec, Canada"
1212864,"Programador de Python","agosto de 2015 – septiembre de 2018(3 años y 1 mes)Remoto"
1212865,"System Engineer","julio de 2007 – agosto de 2018(11 años y 1 mes)Venezuela"
1212866,"Remote Author","noviembre de 2015 – julio de 2017(1 año y 8 meses)Internet"
1212867,"Linux System Administrator","septiembre de 2004 – julio de 2007(2 años y 10 meses)Venezuela"
1212868,"Network Administrator","septiembre de 2001 – septiembre de 2004(3 años)Venezuela"
1212869,"Network Administrator","junio de 1999 – junio de 2000(1 año)Venezuela"
1212870,"Application Developer","junio de 1998 – junio de 1999(1 año)Venezuela"
1212871,"Application Developer","mayo de 1997 – junio de 1998(1 año y 1 mes)Venezuela"
1212872,"Application Developer","mayo de 1996 – mayo de 1997(1 año)Venezuela"
1212873,"Programador de Python Backend","septiembre de 2018 – Actualidad(3 años)Remoto"
1212879,"Python developer en Disney","enero de 2020 – marzo de 2021(1 año y 2 meses)Bogota,D.C., Capital District, Colombia"
1212880,"Full Stack Developer","enero de 2020 – julio de 2020(6 meses)Bogota,D.C., Capital District, Colombia"
1212881,"Python Developer Semi Senior Advanced - at National Geographic","julio de 2018 – enero de 2020(1 año y 6 meses)Bogotá D.C., Colombia"
1212882,"Backend Developer","mayo de 2016 – junio de 2018(2 años y 1 mes)Bogota Colombia"
1212883,"Backend and Frontend developer","noviembre de 2014 – abril de 2016(1 año y 5 meses)Bogotá"
1212884,"Monitoria Grupo de investigación Metis","enero de 2012 – enero de 2013(1 año)Bogota,D.C., Capital District, Colombia"
1212885,"Senior Python developer at CH Robinson","abril de 2021 – Actualidad(5 meses)Bogota,D.C., Capital District, Colombia"
1212886,"Engineer 3 Developer Node.js","October 2019 – October 2020(1 year)Bogotá D.C. Area, Colombia"
1212887,"IT Manager","October 2018 – August 2019(10 months)Bogotá, Bogotá D.C. Department, Colombia"
1212888,"Full Stack Developer","May 2018 – October 2018(5 months)Bogotá, Bogotá D.C. Department, Colombia"
1212889,"Senior Full Stack Developer","October 2017 – March 2018(5 months)Bogotá, Bogotá D.C., Colombia"
1212890,"CTO","January 2015 – April 2017(2 years 3 months)Maracaibo"
1212891,"Mobile Developer","July 2014 – January 2015(6 months)Venezuela"
1212892,"Founder","February 2011 – January 2014(2 years 11 months)Maracaibo"
1212893,"Analista de Inventario","April 2012 – November 2013(1 year 7 months)"
1212894,"Japanese Teacher","February 2011 – November 2013(2 years 9 months)Maracaibo"
1212895,"Community Manager","February 2011 – November 2013(2 years 9 months)Maracaibo"
1212896,"Full Stack Developer","February 2021 – Present(7 months)Bogota,D.C., Capital District, Colombia"
1212945,"Python Backend Developer","December 2019 – December 2020(1 year)Remote"
1212946,"Python Backend Developer","April 2016 – November 2019(3 years 7 months)Remote"
1212947,"Python Backend Developer","July 2013 – March 2016(2 years 8 months)Remote"
1212948,"Python Backend Web Developer","October 2012 – July 2013(9 months)Curitiba Area, Brazil"
1212949,"Python Backend Web Developer","November 2011 – September 2012(10 months)Curitiba Area, Brazil"
1212950,"Freelancer","August 2010 – October 2011(1 year 2 months)Remote"
1212951,"Python Software Engineer","March 2007 – August 2010(3 years 5 months)São Carlos Area, Brazil"
1212952,"Software Engineer","January 2021 – Present(8 months)San Francisco Bay Area"
1212953,"DevOps Apprentice & Software Engineer","agosto de 2018 – julio de 2021(2 años y 11 meses)Mountain View, CA"
1212954,"Software Engineer","junio de 2018 – julio de 2021(3 años y 1 mes)Mexico City Area, Mexico"
1212955,"Desarrollador de Java, Python y web","octubre de 2016 – mayo de 2018(1 año y 7 meses)Naucalpan de Juárez y alrededores, México"
1212956,"Software and Web Developer","mayo de 2016 – julio de 2017(1 año y 2 meses)Mexico City Area, Mexico"
1212957,"Software Developer","noviembre de 2015 – mayo de 2016(6 meses)Ciudad de México y alrededores, México"
1212958,"Backend, Web Developer","agosto de 2015 – octubre de 2015(2 meses)Ciudad de México y alrededores, México"
1212959,"WAP Applications & Web Services Developer","marzo de 2013 – agosto de 2015(2 años y 5 meses)Veracruz Area, Mexico"
1212960,"Auxiliar de Sistemas","julio de 2012 – febrero de 2013(7 meses)Veracruz y alrededores, México"
1212961,"DevOps Engineer","agosto de 2021 – Actualidad(1 mes)Mexico City, Mexico"
1212968,"Remote Software Engineer","August 2019 – September 2020(1 year 1 month)Araraquara, São Paulo"
1212969,"Data Analyst","February 2019 – August 2019(6 months)São Paulo Area, Brazil"
1212970,"Python Developer","February 2018 – February 2019(1 year)São Paulo Area, Brazil"
1212971,"Back-end Developer","April 2017 – January 2018(9 months)São Paulo Area, Brazil"
1212972,"Back-end Engineer","August 2016 – April 2017(8 months)São Paulo e Região, Brasil"
1212973,"Senior Back-end Developer","January 2015 – July 2016(1 year 6 months)São Paulo Area, Brazil"
1212974,"Back-end Developer","September 2012 – December 2014(2 years 3 months)São Paulo e Região, Brasil"
1212975,"Freelancer Developer","February 2017 – Present(4 years 7 months)Itanhaém, São Paulo"
1212976,"Senior Software Development Engineer","octubre de 2010 – diciembre de 2019(9 años y 2 meses)Capital Federal, Buenos Aires, Argentina"
1212977,"Desarrollador Java/Flex","2012 – 2012"
1212978,"Developer","marzo de 2009 – marzo de 2010(1 año)"
1212979,"Programador","julio de 2008 – marzo de 2009(8 meses)"
1212980,"Programador","septiembre de 2007 – julio de 2008(10 meses)"
1212981,"React Developer","diciembre de 2019 – Actualidad(1 año y 9 meses)Buenos Aires y alrededores"
1212982,"Full-stack Developer","marzo de 2009 – Actualidad(12 años y 6 meses)Buenos Aires Argentina"
1212983,"IT Manager","diciembre de 2017 – noviembre de 2020(2 años y 11 meses)Santiago, Región Metropolitana de Santiago, Chile"
1212984,"Senior Frontend Developer","septiembre de 2016 – diciembre de 2017(1 año y 3 meses)Provincia de Santiago, Chile"
1212985,"Web developer","marzo de 2016 – septiembre de 2016(6 meses)Santiago, Chile"
1212986,"Lead Developer","septiembre de 2014 – enero de 2016(1 año y 4 meses)Santiago, Chile"
1212987,"Software developer","marzo de 2012 – agosto de 2014(2 años y 5 meses)Chile"
1212988,"Ingeniero de proyecto","marzo de 2011 – marzo de 2012(1 año)"
1212989,"Software Development Technical Leader","noviembre de 2020 – Actualidad(10 meses)Chile"
1212990,"Ssr. Python Developer","November 2019 – May 2021(1 year 6 months)"
1212991,"Ayudante de Alumno Programación 3","January 2019 – May 2021(2 years 4 months)Catamarca Province, Argentina"
1212992,"Backend Developer","January 2018 – May 2021(3 years 4 months)Catamarca Province, Argentina"
1212993,"Software Developer - Full Stack","March 2018 – December 2019(1 year 9 months)Catamarca Province, Argentina"
1212994,"Backend Developer","January 2017 – December 2017(11 months)Catamarca Province, Argentina"
1212995,"Sr. Python Developer","May 2021 – Present(4 months)"
1212999,"QA Leader","marzo de 2019 – septiembre de 2019(6 meses)"
1213000,"QA Specialist","noviembre de 2015 – marzo de 2019(3 años y 4 meses)"
1213001,"Software Qa Consultant","marzo de 2014 – noviembre de 2015(1 año y 8 meses)"
1213002,"Functional Consultant","noviembre de 2013 – marzo de 2014(4 meses)Bogotá"
1213003,"QC Lead","diciembre de 2011 – noviembre de 2013(1 año y 11 meses)Bogotá"
1213004,"Technology assistant and business support","enero de 2011 – diciembre de 2011(11 meses)"
1213005,"Senior QA Engineer Sr Level 2","septiembre de 2019 – Actualidad(2 años)"
1213020,"Sr. QA Analyst","agosto de 2019 – febrero de 2021(1 año y 6 meses)Gran Buenos Aires, Argentina"
1213021,"QA Analyst","abril de 2015 – agosto de 2019(4 años y 4 meses)Argentina"
1213022,"Tester -> Team Leader QA","febrero de 2009 – marzo de 2015(6 años y 1 mes)Nuñez, Ciudad Autónoma de Buenos Aires, Argentina"
1213023,"Tester","noviembre de 2008 – enero de 2009(2 meses)Ciudad Autónoma de Buenos Aires, Argentina"
1213024,"Tester","enero de 2008 – octubre de 2008(9 meses)"
1213025,"Software QA Team Lead","febrero de 2021 – Actualidad(7 meses)Argentina"
1213029,"Pasante","December 2019 – May 2021(1 year 5 months)Rosario, Santa Fe, Argentina"
1213030,"Niñera","September 2019 – December 2019(3 months)Rosario, Santa Fe, Argentina"
1213031,"Cajera","January 2018 – December 2019(1 year 11 months)Rosario, Santa Fe, Argentina"
1213032,"Recepción","April 2017 – December 2017(8 months)Rosario, Santa Fe, Argentina"
1213033,"Estudiante en prácticas","August 2016 – December 2016(4 months)Rosario, Santa Fe, Argentina"
1213034,"Secretaria administrativa","February 2012 – January 2013(11 months)Rufino, Santa Fe, Argentina"
1213035,"Recruiter IT freelance","August 2021 – Present(1 month)Argentina"
1213036,"Recruiter IT freelance","June 2021 – Present(3 months)"
1213037,"Acompañante Terapéutico","March 2017 – Present(4 years 6 months)Rosario, Santa Fe, Argentina"
1213040,"Senior System Analyst","September 2019 – December 2020(1 year 3 months)Indaiatuba, São Paulo"
1213041,"Software Engineer","April 2018 – September 2019(1 year 5 months)Florianópolis, Santa Catarina"
1213042,"Engineer","June 2016 – December 2017(1 year 6 months)Volta Redonda -RJ , Brazil"
1213043,"Software Engineer","June 2014 – December 2017(3 years 6 months)Volta Redonda e Região, Brasil"
1213044,"Technical Support","December 2012 – June 2014(1 year 6 months)Volta Redonda Area, Brazil"
1213045,"Python Specialist","August 2021 – Present(1 month)"
1213046,"Senior Python Engineer","December 2020 – Present(9 months)"
1213052,"Web Developer / Data Analyst","September 2015 – June 2017(1 year 9 months)"
1213053,"Owner","May 2012 – September 2016(4 years 4 months)Rio de Janeiro Area, Brazil"
1213054,"Industrial Engineer","October 2012 – July 2016(3 years 9 months)Rio de Janeiro Area, Brazil"
1213055,"Planning Analyst","October 2011 – May 2012(7 months)Rio de Janeiro Area, Brazil"
1213056,"Consultant","February 2011 – October 2011(8 months)Rio de Janeiro Area, Brazil"
1213057,"Engineer","February 2008 – February 2011(3 years)Rio de Janeiro Area, Brazil"
1213058,"Trainee","February 2007 – February 2008(1 year)Rio de Janeiro Area, Brazil"
1213059,"Senior Software Engineer","June 2017 – Present(4 years 3 months)"
1213068,"Software Engineer","January 2020 – February 2021(1 year 1 month)Buenos Aires, Argentina"
1213069,"Teach Lead | SR Python","September 2019 – January 2020(4 months)Buenos Aires Province, Argentina"
1213070,"Team Lead | SR Python","May 2019 – September 2019(4 months)Gran Buenos Aires, Argentina"
1213071,"Associate Professor","August 2018 – July 2019(11 months)Gran Buenos Aires, Argentina"
1213072,"Python Developer","July 2018 – May 2019(10 months)Buenos Aires Province, Argentina"
1213073,"Integration Coordinator","March 2017 – July 2018(1 year 4 months)Gran Buenos Aires, Argentina"
1213074,"Python Developer (freelance)","April 2018 – June 2018(2 months)Gran Buenos Aires, Argentina"
1213075,"Developer Python Django","February 2017 – April 2017(2 months)Gran Buenos Aires, Argentina"
1213076,"MOOREA","November 2014 – October 2016(1 year 11 months)Argentina Buenos Aires"
1213077,"SSR","January 2011 – November 2014(3 years 10 months)Buenos Aires"
1213078,"Software Architect | Information Technology Solutions Architect","February 2021 – Present(7 months)Buenos Aires Province, Argentina"
1213086,"Software Engineer","January 2020 – August 2020(7 months)Greater Dusseldorf Area"
1213087,"Backend Developer","September 2019 – January 2020(4 months)Berllin"
1213088,"Python Developer","November 2018 – August 2019(9 months)Brighton, United Kingdom"
1213089,"Javascript Developer","January 2018 – November 2018(10 months)Brighton, United Kingdom"
1213090,"Core Systems Engineer","July 2016 – January 2018(1 year 6 months)Brighton, United Kingdom"
1213091,"Software Developer Go","February 2016 – July 2016(5 months)London, United Kingdom"
1213092,"Linux System Administrator","July 2014 – February 2016(1 year 7 months)Brighton, United Kingdom"
1213093,"Software Engineer (contract)","December 2013 – February 2014(2 months)Florianópolis Area, Brazil"
1213094,"Software Engineer","January 2013 – December 2013(11 months)Florianópolis Area, Brazil"
1213095,"Software Engineer - NDS","January 2012 – December 2012(11 months)Florianópolis Area, Brazil"
1213096,"Software Engineer - STE","September 2008 – December 2011(3 years 3 months)Florianópolis Area, Brazil"
1213097,"Junior Programmer","January 2008 – September 2008(8 months)"
1213111,"Full Stack Engineer","enero de 2018 – mayo de 2021(3 años y 4 meses)"
1213112,"Creative Ads Solutions Specialist","febrero de 2015 – diciembre de 2017(2 años y 10 meses)Argentina"
1213113,"Computer Instructor","2006 – 2008"
1213114,"Software Engineer","mayo de 2021 – Actualidad(4 meses)"
1213136,"Senior Back-end Developer","marzo de 2019 – agosto de 2020(1 año y 5 meses)Medellín, Antioquia, Colombia"
1213137,"Back-end Developer","marzo de 2018 – marzo de 2019(1 año)Medellín, Antioquia, Colombia"
1213138,"Desarrollador de Software Back-End Senior","julio de 2016 – noviembre de 2017(1 año y 4 meses)Bucaramanga - Bogota"
1213139,"Fullstack Developer","enero de 2017 – agosto de 2017(7 meses)Bucaramanga, COL"
1213140,"Senior Software Develop","abril de 2015 – junio de 2016(1 año y 2 meses)Bucaramanga"
1213141,"Hotbed of Research Associated Student","agosto de 2015 – febrero de 2016(6 meses)Bucaramanga, Colombia"
1213142,"Senior Software Developer","julio de 2015 – noviembre de 2015(4 meses)Bucaramanga"
1213143,"Desarrollador de Software Freelancer","enero de 2014 – abril de 2015(1 año y 3 meses)Bucaramanga"
1213144,"Desarrollador de Software","enero de 2014 – febrero de 2015(1 año y 1 mes)Bucaramanga"
1213145,"Desarrollador de Software","junio de 2013 – septiembre de 2013(3 meses)Bucaramanga, Colombia"
1213146,"Desarrollador de Software","julio de 2011 – diciembre de 2012(1 año y 5 meses)"
1213147,"Desarrollador de Software","septiembre de 2010 – mayo de 2011(8 meses)"
1213148,"Senior Software Engineer Technical Lead","agosto de 2020 – Actualidad(1 año y 1 mes)Medellín, Antioquia, Colombia"
1213157,"Tech Lead","febrero de 2019 – noviembre de 2019(9 meses)Buenos Aires"
1213158,"Senior Frontend Developer","julio de 2018 – febrero de 2019(7 meses)Buenos Aires"
1213159,"Frontend developer","2018 – 2018Buenos Aires"
1213160,"Frontend developer","2017 – 2017Buenos Aires"
1213161,"Freelance Web Developer","enero de 2015 – diciembre de 2016(1 año y 11 meses)Buenos Aires, Argentina"
1213162,"3D Artist","enero de 2013 – diciembre de 2014(1 año y 11 meses)Joinville e Região, Brasil"
1213163,"Graphic designer","enero de 2011 – diciembre de 2012(1 año y 11 meses)Joinville e Região, Brasil"
1213164,"Graphic Designer","enero de 2010 – diciembre de 2010(11 meses)Joinville e Região, Brasil"
1213165,"Frontend Team Lea","noviembre de 2019 – Actualidad(1 año y 10 meses)Buenos Aires"
1213181,"Freelance Graphic Designer","December 2016 – January 2017(1 month)São Paulo Area, Brazil"
1213182,"Sr. Designer / Creative Lead","June 2011 – March 2016(4 years 9 months)São Paulo, Brazil"
1213183,"Designer","April 2010 – June 2011(1 year 2 months)São Paulo, Brazil"
1213184,"Independent Designer and Illustrator","April 2016 – Present(5 years 5 months)São Paulo Area, Brazil"
1213219,"Head of Analytics & Product Manager","May 2018 – June 2020(2 years 1 month)Provincia de Lima, Peru"
1213220,"Product Manager - Personal Loans","February 2017 – May 2018(1 year 3 months)Provincia de Lima, Peru"
1213221,"Product Analyst - Personal Loans","November 2014 – January 2017(2 years 2 months)"
1213222,"Campaigns Strategy Analyst - CRM","November 2013 – October 2014(11 months)San Isidro, Lima, Perú."
1213223,"Analista Inteligencia Comercial y Gestión de Segmentos","August 2011 – October 2013(2 years 2 months)San Isidro, Lima, Perú."
1213224,"Joven Ejecutivo","January 2011 – August 2011(7 months)Lima, Perú"
1213225,"Practicante IT","February 2010 – January 2011(11 months)"
1213226,"Practicante de Desarrollo","June 2009 – February 2010(8 months)"
1213227,"Co-Founder","March 2021 – Present(6 months)Lima, Perú"
1213228,"Product Manager & Data Lead","March 2020 – Present(1 year 6 months)Lima, Perú"
1213229,"QA Mobile Applications Tester Analyst","agosto de 2019 – marzo de 2020(7 meses)Greater Buenos Aires, Argentina"
1213230,"QA Software Tester Analyst","octubre de 2016 – agosto de 2019(2 años y 10 meses)Buenos Aires, Argentina"
1213231,"QA Web & Mobile Applications Tester","octubre de 2010 – octubre de 2016(6 años)Buenos Aires, Capital Federal"
1213232,"Applications Support & QA Software Tester","julio de 2007 – octubre de 2010(3 años y 3 meses)Buenos Aires"
1213233,"Administrative Assistant/Providers area/Branches Supervisor","junio de 1999 – julio de 2007(8 años y 1 mes)Buenos Aires, Argentina"
1213234,"Quality Assurance Software Tester","abril de 2020 – Actualidad(1 año y 5 meses)Buenos Aires, Argentina"
1213247,"Analytics Specialist","June 2019 – July 2021(2 years 1 month)São Paulo e Região, Brasil"
1213248,"Analytics Specialist","September 2018 – June 2019(9 months)Barueri, São Paulo"
1213249,"Analytics Engineer, Mainframe","March 2016 – August 2018(2 years 5 months)"
1213250,"Data Strategic","February 2008 – February 2016(8 years)São Paulo e Região, Brasil"
1213251,"Trainee","February 2007 – April 2008(1 year 2 months)São Paulo e Região, Brasil"
1213252,"Analytics Specialist","July 2021 – Present(2 months)São Paulo, Brasil"
1213253,"Software Developer","julio de 2018 – junio de 2020(1 año y 11 meses)Panama"
1213254,"Frontend Developer","enero de 2016 – junio de 2018(2 años y 5 meses)Panamá"
1213255,"Senior Frontend Developer","septiembre de 2014 – 2018(4 años)"
1213256,"Senior Flash Developer","septiembre de 2009 – 2014(5 años)Samuel Lewis, Edif. Plaza Globus"
1213257,"Flash/Web developer and designer","abril de 2008 – septiembre de 2009(1 año y 5 meses)Calle 69 San Francisco, Edificio Alfa Real, Mezanine"
1213258,"Frontend Developer","junio de 2020 – Actualidad(1 año y 3 meses)"
1213487,"Software Engineer","marzo de 2012 – mayo de 2015(3 años y 2 meses)"
1213488,"Web Application Developer","marzo de 2007 – agosto de 2010(3 años y 5 meses)Illes Balears, Spain"
1213489,"Systems Architect","2016 – Actualidad"
1213613,"Senior Software Engineer","enero de 2016 – octubre de 2019(3 años y 9 meses)Mountain View, CA"
1213614,"Software engineer","junio de 2011 – enero de 2016(4 años y 7 meses)Mountain View, CA"
1213615,"Developer","octubre de 2007 – octubre de 2012(5 años)"
1213616,"Senior Software engineer","enero de 2010 – junio de 2011(1 año y 5 meses)"
1213617,"Open Source Software engineer","marzo de 2009 – diciembre de 2009(9 meses)"
1213618,"Software Engineer Intern","septiembre de 2008 – enero de 2009(4 meses)"
1213619,"Student developer (Google Summer Of Code)","abril de 2008 – septiembre de 2008(5 meses)France"
1213620,"Intern in software engineering","mayo de 2007 – septiembre de 2007(4 meses)"
1213621,"Staff Software Engineer","octubre de 2019 – Actualidad(1 año y 11 meses)San Francisco Bay Area"
1213672,"Software Engineer","diciembre de 2014 – marzo de 2016(1 año y 3 meses)Denver y alrededores, Estados Unidos"
1213673,"Software Development Engineer II","enero de 2012 – diciembre de 2014(2 años y 11 meses)Seattle y alrededores, Estados Unidos"
1213674,"Internship","junio de 2011 – septiembre de 2011(3 meses)Seattle y alrededores, Estados Unidos"
1213675,"Senior Software Engineer","junio de 2006 – julio de 2010(4 años y 1 mes)Bengaluru y alrededores, India"
1213676,"Software Engineer","marzo de 2016 – Actualidad(5 años y 6 meses)Boulder, CO"
1213682,"Senior MTS","2001 – febrero de 2011"
1213683,"Senior Software Engineer","agosto de 2000 – julio de 2001(11 meses)"
1213684,"Senior Software Engineer","junio de 1999 – junio de 2000(1 año)"
1213685,"Compiler Developer","1995 – agosto de 1999"
1213686,"Compiler Developer","1995 – 1999"
1213687,"Compiler Developer","1995 – 1999"
1213688,"Software Engineer","junio de 1991 – agosto de 1995(4 años y 2 meses)"
1213689,"LAN Administrator","junio de 1989 – junio de 1991(2 años)"
1213690,"Member of Technical Staff","enero de 2011 – Actualidad(10 años y 8 meses)"
1213710,"Product Designer","enero de 2020 – julio de 2020(6 meses)Mexico"
1213711,"Product Designer at TradeTrax","enero de 2020 – julio de 2020(6 meses)Mexico"
1213712,"Product Designer at Humanics","enero de 2018 – diciembre de 2019(1 año y 11 meses)Mexico"
1213713,"Product Designer","enero de 2018 – diciembre de 2019(1 año y 11 meses)Mexico"
1213714,"UX Researcher & UI Designer at CareValet","septiembre de 2017 – diciembre de 2017(3 meses)Mexico"
1213715,"UX Researcher","agosto de 2016 – diciembre de 2017(1 año y 4 meses)Mexico"
1213716,"UX Researcher at Cogia Intelligence","marzo de 2016 – agosto de 2016(5 meses)"
1213717,"UX Researcher at Shopwell","octubre de 2015 – marzo de 2016(5 meses)Mexico"
1213718,"UX Researcher at UX Clinic","enero de 2014 – septiembre de 2015(1 año y 8 meses)Mexico"
1213719,"UX Researcher & UI Designer at Aeries","julio de 2013 – diciembre de 2013(5 meses)Mexico"
1213720,"UI & Graphic Designer at INgrooves","abril de 2010 – julio de 2013(3 años y 3 meses)Mexico"
1213721,"UI Designer","octubre de 2006 – abril de 2010(3 años y 6 meses)Mexico"
1213722,"Photography Teacher","septiembre de 2009 – diciembre de 2009(3 meses)Hermosillo y alrededores, México"
1213723,"Graphic Design Teacher","agosto de 2007 – diciembre de 2007(4 meses)Hermosillo y alrededores, México"
1213724,"Graphic Designer","junio de 2006 – octubre de 2006(4 meses)Hermosillo y alrededores, México"
1213725,"Graphic Designer","abril de 2006 – junio de 2006(2 meses)Hermosillo y alrededores, México"
1213726,"Graphic Designer","mayo de 2005 – mayo de 2006(1 año)Hermosillo y alrededores, México"
1213727,"Graphic Designer","mayo de 2004 – mayo de 2005(1 año)Hermosillo y alrededores, México"
1213728,"Lead Product Designer at 365 Pronto","julio de 2020 – Actualidad(1 año y 2 meses)Mexico"
1213729,"Lead Product Designer","julio de 2020 – Actualidad(1 año y 2 meses)Mexico"
1213751,"Graphic Designer","junio de 2019 – agosto de 2019(2 meses)São Caetano do Sul, SP, Brazil"
1213752,"Graphic Designer","enero de 2019 – abril de 2019(3 meses)Luxemburgo"
1213753,"Graphic and Digital Designer","abril de 2017 – octubre de 2018(1 año y 6 meses)São Paulo e Região, Brasil"
1213754,"Graphic and Digital Designer","enero de 2015 – abril de 2017(2 años y 3 meses)São Paulo Area, Brazil"
1213755,"Webmaster","junio de 2007 – enero de 2016(8 años y 7 meses)http://fanficaddiction.com.br"
1213756,"WebDesigner","junio de 2009 – noviembre de 2015(6 años y 5 meses)http://mcflyaddiction.com.br"
1213757,"Art Assistant","enero de 2014 – enero de 2015(1 año)São Paulo e Região, Brasil"
1213758,"Junior Production Assistant","julio de 2012 – enero de 2014(1 año y 6 meses)São Paulo e Região, Brasil"
1213759,"Webdesign Intern","junio de 2010 – junio de 2012(2 años)Santo André, SP"
1213760,"Senior Graphic Designer","abril de 2019 – Actualidad(2 años y 5 meses)São Paulo, São Paulo, Brazil"
1213761,"Creator","septiembre de 2009 – Actualidad(12 años)"
1217327,"Senior Software Development Engineer","October 2020 – March 2021(5 months)"
1217328,"Senior Software Developer","January 2020 – October 2020(9 months)"
1217329,"Senior Software Engineer","October 2018 – January 2020(1 year 3 months)"
1217330,"Software Developer","May 2017 – January 2020(2 years 8 months)"
1217331,"Software Installer","May 2016 – March 2017(10 months)Córdoba Province, Argentina"
1217332,"Teaching Assistant (JTP)","September 2014 – February 2016(1 year 5 months)Corrientes Province, Argentina"
1217333,"Teaching Assistant","March 2011 – September 2014(3 years 6 months)Córdoba Province, Argentina"
1217334,"Doctoral Student","April 2010 – September 2014(4 years 5 months)Córdoba Province, Argentina"
1217335,"Teaching Assistant (JTP)","February 2008 – February 2010(2 years)Corrientes Province, Argentina"
1217336,"Information Professional","July 2005 – March 2008(2 years 8 months)Corrientes Province, Argentina"
1217337,"Undergraduate Teaching Assistant","September 2000 – December 2007(7 years 3 months)Corrientes Province, Argentina"
1217338,"Web Software Developer","May 2005 – February 2006(9 months)"
1217339,"Student Internship","February 2004 – May 2004(3 months)"
1217340,"Software Engineer","April 2021 – Present(5 months)"
1221735,"Software Architect","September 2017 – April 2021(3 years 7 months)Brazil"
1221736,"Senior Software Developer / Tech Lead","2008 – 2016Porto Alegre Area, Brazil"
1221737,"Software Engineer","2007 – 2008Porto Alegre Area, Brazil"
1221738,"Oracle DBA","2005 – 2007Porto Alegre Area, Brazil"
1221739,"Software Developer","2001 – 2005Porto Alegre Area, Brazil"
1221740,"Software Developer","2000 – 2001Canoas, Rio Grande do Sul, Brazil"
1221741,"Software Developer","1998 – 2000Canoas, Rio Grande do Sul, Brazil"
1221742,"Software Architect","May 2021 – Present(4 months)"
1225667,"Trader Bot for Cryptocurrency","abril de 2019 – diciembre de 2019(8 meses)Montevideo, Uruguay"
1225668,"Director, Game Designer and Commercial Manager","mayo de 2017 – marzo de 2019(1 año y 10 meses)Uruguay"
1225669,"Computer Science Engineer","marzo de 2016 – abril de 2017(1 año y 1 mes)Montevideo, Uruguay"
1225670,"Student Research Assistant","julio de 2013 – febrero de 2016(2 años y 7 meses)Ilmenau, Thuringia, Germany"
1225671,"Computer Science Engineer","marzo de 2010 – octubre de 2013(3 años y 7 meses)Montevideo, Uruguay"
1225672,"Junior Software Engineer","octubre de 2008 – febrero de 2010(1 año y 4 meses)Montevideo, Uruguay"
1225673,"Lecturer","marzo de 2008 – febrero de 2010(1 año y 11 meses)Montevideo, Uruguay"
1225674,"Junior Developer","febrero de 2005 – julio de 2008(3 años y 5 meses)Montevideo, Uruguay"
1225675,"Computer Science Engineer","julio de 2020 – Actualidad(1 año y 2 meses)Montevideo, Uruguay"
1225691,"Developer","octubre de 2009 – diciembre de 2011(2 años y 2 meses)"
1225692,"Lead Programmer","febrero de 2019 – Actualidad(2 años y 7 meses)"
1225693,"Developer","febrero de 2012 – Actualidad(9 años y 7 meses)Montevideo, Uruguay"
1225814,"Javascript Developer","febrero de 2019 – agosto de 2019(6 meses)Mexico City Area, Mexico"
1225815,"Javascript Developer","abril de 2018 – agosto de 2019(1 año y 4 meses)Madrid Area, Spain"
1225816,"Javascript Developer Junior","enero de 2017 – abril de 2018(1 año y 3 meses)Madrid y alrededores, España"
1225817,"Software Engineer","octubre de 2019 – Actualidad(1 año y 11 meses)Mexico City Area, Mexico"
1225895,"Product Supervisor - Mobile Merchants","enero de 2019 – octubre de 2019(9 meses)São Paulo e Região, Brasil"
1225896,"Tech Lead Engineer - Mobile Payments","enero de 2018 – enero de 2019(1 año)São Paulo e Região, Brasil"
1225897,"Senior Software Engineer","marzo de 2016 – enero de 2018(1 año y 10 meses)São Paulo e Região, Brasil"
1225898,"Full Stack Engineer","marzo de 2014 – marzo de 2016(2 años)Brasil"
1225899,"Software Developer","diciembre de 2010 – marzo de 2014(3 años y 3 meses)São Paulo y alrededores, Brasil"
1225900,"Systems Analyst","marzo de 2007 – diciembre de 2010(3 años y 9 meses)São Paulo y alrededores, Brasil"
1225901,"Senior Product Manager","octubre de 2019 – Actualidad(1 año y 11 meses)São Paulo e Região, Brasil"
1225929,"Lead / Sr. Solutions Engineer","febrero de 2018 – octubre de 2019(1 año y 8 meses)"
